,Ngày,Thay đổi,KL giao dịch ròng,GT giao dịch ròng,KL mua,GT mua,KL bán,GT bán,Room còn lại,Đang sở hữu
2845,2014-12-05,48.7(0.21 %),6330,0.31,293830,15.26,287500,14.95,3,0%
2846,2014-12-04,48.6(0.83 %),-8330,-0.4,40000,2.06,48330,2.46,3,0%
2847,2014-12-03,48.2(1.05 %),2850,0.14,2850,0.14,0,0,3,0%
2848,2014-12-02,47.7(-0.21 %),-7350,-0.35,2629681,118.32,2637031,118.67,6,0%
2849,2014-12-01,47.8(-0.62 %),-80,-0.01,380113,18.86,380193,18.87,6,0%
2850,2014-11-28,48.1(-1.23 %),0,0,0,0,0,0,6,0%
2851,2014-11-27,48.7(-0.20 %),1160,0.06,4000,0.2,2840,0.14,6,0%
2852,2014-11-26,48.8(-0.81 %),5450,0.27,5450,0.27,0,0,6,0%
2853,2014-11-25,49.2(0.82 %),-4690,-0.23,39980,2.07,44670,2.3,6,0%
2854,2014-11-24,48.8(-0.61 %),60,0,60,0,0,0,6,0%
2855,2014-11-21,49.1(0.20 %),-2500,-0.12,1500,0.07,4000,0.2,6,0%
2856,2014-11-20,49(0.00 %),-5450,-0.27,0,0,5450,0.27,6,0%
2857,2014-11-19,49(-0.20 %),1830,0.09,3390,0.17,1560,0.08,0,49.19%
2858,2014-11-18,49.1(-1.60 %),-60,-0,20000,1.06,20060,1.06,6,49.19%
2859,2014-11-17,49.9(-0.20 %),7960,0.4,9460,0.48,1500,0.08,0,49.2%
2862,2014-11-14,50(-0.99 %),10120,0.51,10120,0.51,0,0,6,49.19%
2863,2014-11-13,50.5(0.00 %),4940,0.25,8330,0.42,3390,0.17,0,49.19%
2864,2014-11-12,50.5(-0.98 %),0,0,100000,5.45,100000,5.45,6,49.19%
2865,2014-11-11,51(0.99 %),-7750,-0.39,121710,6.57,129460,6.96,6,49.19%
2866,2014-11-10,50.5(0.00 %),-9810,-0.5,80310,4.34,90120,4.83,0,49.19%
2867,2014-11-07,50.5(1.00 %),-8330,-0.42,250000,13.38,258330,13.79,0,49.19%
2868,2014-11-06,50(-0.99 %),780,0.04,780,0.04,0,0,0,49.19%
2869,2014-11-05,50.5(-0.98 %),16270,0.83,217980,11.82,201710,10.99,0,49.19%
2870,2014-11-04,51(-0.97 %),1250,0.06,1560,0.08,310,0.02,0,49.19%
2871,2014-11-03,51.5(0.98 %),1450,0.07,74031,3.78,72581,3.7,0,49.19%
2872,2014-10-31,51(2.00 %),-780,-0.04,60000,3.21,60780,3.25,0,49.19%
2873,2014-10-30,50(0.00 %),-15910,-0.8,2070,0.1,17980,0.91,0,49.19%
2874,2014-10-29,50(2.04 %),-1560,-0.08,50000,2.6,51560,2.68,0,49.19%
2875,2014-10-27,48.7(-2.21 %),0,0,0,0,0,0,0,49.19%
2876,2014-10-24,49.8(-0.20 %),4180,0.21,6250,0.31,2070,0.1,0,49.19%
2877,2014-10-23,49.9(-1.19 %),1560,0.08,74630,4.02,73070,3.95,0,49.19%
2878,2014-10-22,50.5(1.00 %),2940,0.15,3120,0.16,180,0.01,0,49.19%
2879,2014-10-21,50(0.00 %),820,0.04,820,0.04,0,0,0,49.19%
2880,2014-10-20,50(-0.99 %),3390,0.17,9630,0.49,6240,0.32,0,49.19%
2881,2014-10-17,0(0.00 %),-1560,-0.08,1855490,85.91,1857050,85.99,0,49.19%
2884,2014-10-16,49.7(-4.42 %),2740,0.14,5860,0.3,3120,0.16,0,49.19%
2885,2014-10-15,52(0.00 %),2810,0.14,3630,0.19,820,0.04,0,49.19%
2886,2014-10-14,52(-2.80 %),7370,0.4,36990,2.05,29620,1.65,0,49.19%
2887,2014-10-13,53.5(2.88 %),1480,0.08,101780,5.64,100300,5.57,0,49.19%
2888,2014-10-10,52(-0.95 %),-4300,-0.23,77585,4.34,81885,4.57,0,0%
2889,2014-10-09,52.5(-0.94 %),-510,-0.03,153120,8.64,153630,8.67,0,0%
2890,2014-10-08,53(-0.93 %),-16670,-0.88,20320,1.16,36990,2.04,0,0%
2891,2014-10-07,53.5(0.00 %),1640,0.09,23120,1.31,21480,1.22,0,0%
2892,2014-10-06,53.5(0.00 %),0,0,1560,0.08,1560,0.08,0,0%
2893,2014-10-03,53.5(-0.93 %),-3120,-0.17,0,0,3120,0.17,0,0%
2894,2014-10-02,54(0.93 %),3580,0.19,3900,0.21,320,0.02,3,0%
2895,2014-10-01,53.5(2.88 %),2890,0.15,64686,3.37,61796,3.22,3,0%
2896,2014-09-30,52(0.00 %),2560,0.13,4120,0.21,1560,0.08,3,0%
2897,2014-09-29,52(-0.95 %),0,0,200000,11.2,200000,11.2,0,0%
2898,2014-09-26,52.5(-1.87 %),-3280,-0.17,174370,9.94,177650,10.11,1,49.19%
2899,2014-09-25,53.5(1.90 %),390,0.02,6400,0.34,6010,0.32,0,49.19%
2900,2014-09-24,52.5(0.00 %),-2050,-0.11,2070,0.11,4120,0.22,1,49.19%
2901,2014-09-23,52.5(-0.94 %),2070,0.11,2070,0.11,0,0,0,0%
2902,2014-09-22,53(-1.85 %),1560,0.08,22180,1.27,20620,1.18,0,0%
2903,2014-09-19,54(-1.82 %),-6330,-0.35,70,0,6400,0.35,0,0%
2906,2014-09-18,55(-2.65 %),-2070,-0.12,0,0,2070,0.12,0,0%
2907,2014-09-17,56.5(0.89 %),1750,0.1,103820,6.17,102070,6.07,0,0%
2908,2014-09-16,56(0.00 %),8270,0.46,10450,0.59,2180,0.12,0,0%
2909,2014-09-15,56(0.00 %),2170,0.12,2230,0.13,60,0,2233,49%
2910,2014-09-12,56(0.90 %),1620,0.09,1620,0.09,0,0,0,0%
2911,2014-09-11,55.5(-0.89 %),-3820,-0.21,0,0,3820,0.21,0,0%
2912,2014-09-10,56(0.90 %),-10450,-0.58,0,0,10450,0.58,0,0%
2913,2014-09-09,55.5(-5.13 %),580,0.03,2209882,138.11,2209302,138.07,2813,49%
2914,2014-09-08,58.5(0.86 %),-1620,-0.1,272000,16.86,273620,16.96,3,49%
2915,2014-09-05,58(1.75 %),2560,0.15,2560,0.15,0,0,0,0%
2916,2014-09-04,57(0.00 %),6870,0.39,4206870,254.49,4200000,254.1,0,0%
2917,2014-09-03,57(-0.87 %),3680,0.21,116730,7.16,113050,6.94,6493,49%
2918,2014-08-29,57.5(0.88 %),2270,0.13,1042570,62.57,1040300,62.44,0,0%
2919,2014-08-28,57(3.64 %),-2560,-0.15,100000,5.85,102560,6,5,49%
2920,2014-08-27,55(0.00 %),-4070,-0.22,884550,50.41,888620,50.63,2805,49%
2921,2014-08-26,55(4.76 %),-2850,-0.16,103630,5.79,106480,5.95,3635,49%
2922,2014-08-25,52.5(0.96 %),10270,0.54,62540,3.43,52270,2.9,12545,49%
2923,2014-08-22,52(0.97 %),4210,0.22,24210,1.32,20000,1.1,4215,49%
2924,2014-08-21,51.5(-0.96 %),-1090,-0.06,1710,0.09,2800,0.15,0,0%
2925,2014-08-20,52(-1.89 %),-3630,-0.19,30000,1.67,33630,1.85,0,0%
2928,2014-08-19,53(0.95 %),-11640,-0.62,900,0.05,12540,0.67,0,0%
2929,2014-08-18,52.5(1.94 %),-4210,-0.22,0,0,4210,0.22,0,0%
2930,2014-08-15,51.5(-0.96 %),4300,0.22,88657,4.9,84357,4.67,6015,49%
2931,2014-08-14,52(0.97 %),5810,0.3,135810,7.45,130000,7.15,5815,49%
2932,2014-08-13,51.5(1.98 %),2220,0.11,3120,0.16,900,0.05,2325,0%
2933,2014-08-12,50.5(0.00 %),400,0.02,114662,6.19,114262,6.17,0,0%
2934,2014-08-11,50.5(0.00 %),-2580,-0.13,3430,0.17,6010,0.31,0,0%
2935,2014-08-08,50.5(0.00 %),-5810,-0.29,0,0,5810,0.29,0,0%
2936,2014-08-07,50.5(-0.98 %),-3120,-0.16,0,0,3120,0.16,6844,49.19%
2937,2014-08-06,51(-0.97 %),3320,0.17,54345,2.98,51025,2.8,3724,49%
2938,2014-08-05,51.5(3.00 %),2820,0.14,6250,0.32,3430,0.17,0,0%
2939,2014-08-04,50(0.40 %),9540,0.48,9540,0.48,0,0,0,0%
2940,2014-08-01,49.8(-1.39 %),0,0,0,0,0,0,0,0%
2941,2014-07-31,50.5(1.20 %),840,0.04,4560,0.23,3720,0.19,664,0%
2942,2014-07-30,49.9(0.40 %),-2210,-0.11,4040,0.2,6250,0.31,0,0%
2943,2014-07-29,49.7(-0.60 %),-9540,-0.47,0,0,9540,0.47,0,0%
2944,2014-07-28,50(-2.91 %),1140,0.06,1140,0.06,0,0,0,0%
2945,2014-07-25,51.5(-1.90 %),-4560,-0.24,22172,1.24,26732,1.48,0,0%
2946,2014-07-24,52.5(1.94 %),-960,-0.05,3080,0.16,4040,0.21,0,0%
2947,2014-07-23,51.5(-0.96 %),20,0,20,0,0,0,0,0%
2950,2014-07-22,52(1.96 %),-1140,-0.06,0,0,1140,0.06,0,0%
2951,2014-07-21,51(-2.86 %),1560,0.08,1560,0.08,0,0,1567,49%
2952,2014-07-18,52.5(6.28 %),-2710,-0.14,370,0.02,3080,0.16,370,49%
2953,2014-07-17,49.4(-1.00 %),2180,0.11,2190,0.11,10,0,0,49.19%
2954,2014-07-16,49.9(-0.20 %),510,0.03,510,0.03,0,0,0,0%
2955,2014-07-15,50(1.21 %),11900,0.6,13460,0.68,1560,0.08,6,49.19%
2956,2014-07-14,49.4(1.44 %),400,0.02,770,0.04,370,0.02,0,49.19%
2957,2014-07-11,48.7(-0.20 %),-780,-0.04,1400,0.07,2180,0.11,398,0%
2958,2014-07-10,48.8(-1.81 %),2110,0.11,2620,0.13,510,0.02,2628,49%
2959,2014-07-09,49.7(-0.40 %),-9630,-0.48,23830,1.25,33460,1.73,29036,49.19%
2960,2014-07-08,49.9(-0.20 %),700,0.03,1460,0.07,760,0.04,19406,49.19%
2961,2014-07-07,50(1.01 %),4590,0.23,5990,0.3,1400,0.07,20106,49.19%
2962,2014-07-04,49.5(2.70 %),5090,0.24,7710,0.37,2620,0.13,24696,49.19%
2963,2014-07-03,48.2(2.55 %),-3830,-0.18,0,0,3830,0.18,29786,49.18%
2964,2014-07-02,47(0.64 %),-1460,-0.07,0,0,1460,0.07,25956,49.19%
2965,2014-07-01,46.7(0.21 %),-5990,-0.28,48136,2.24,54126,2.52,24496,49.19%
2966,2014-06-30,46.6(-0.43 %),-9480,-0.44,67000,3.35,76480,3.79,18506,49.19%
2967,2014-06-27,46.8(0.65 %),-60,-0,0,0,60,0,9026,49.19%
2968,2014-06-26,46.5(-0.21 %),-470,-0.02,0,0,470,0.02,8966,61.54%
2969,2014-06-25,46.6(0.87 %),0,0,0,0,0,0,8496,61.54%
2972,2014-06-24,46.2(0.65 %),-6500,-0.3,0,0,6500,0.3,8496,61.54%
2973,2014-06-23,45.9(-0.65 %),0,0,0,0,0,0,1996,61.55%
2974,2014-06-20,46.2(0.00 %),-250,-0.01,20000,0.99,20250,1,1996,61.55%
2975,2014-06-19,46.2(-0.86 %),500,0.02,3000,0.14,2500,0.12,1746,49.24%
2976,2014-06-18,46.6(-0.64 %),500,0.02,396268,19.81,395768,19.79,2246,49.24%
2977,2014-06-17,46.9(0.86 %),500,0.02,500,0.02,0,0,2746,49.24%
2978,2014-06-16,46.5(-1.06 %),-250,-0.01,0,0,250,0.01,3246,49.24%
2979,2014-06-13,47(-0.21 %),-2990,-0.14,10,0,3000,0.14,2996,49.24%
2980,2014-06-12,47.1(1.29 %),2000,0.09,2500,0.12,500,0.02,6,49.24%
2981,2014-06-11,46.5(3.56 %),6500,0.29,7000,0.32,500,0.02,0,49.24%
2982,2014-06-10,44.9(0.00 %),0,0,0,0,0,0,6176,49.24%
2983,2014-06-09,44.9(-0.22 %),5000,0.23,5000,0.23,0,0,6176,49.24%
2984,2014-06-06,45(1.81 %),830,0.04,3330,0.15,2500,0.11,11176,49.24%
2985,2014-06-05,44.2(-0.45 %),-7000,-0.31,0,0,7000,0.31,12006,49.24%
2986,2014-06-04,44.4(-1.77 %),0,0,20000,0.97,20000,0.97,5006,49.24%
2987,2014-06-03,45.2(-0.44 %),-5000,-0.23,0,0,5000,0.23,5006,49.24%
2988,2014-06-02,45.4(-1.73 %),-2330,-0.11,1000,0.05,3330,0.15,6,49.24%
2989,2014-05-30,46.2(0.22 %),0,0,0,0,0,0,6,49.24%
2990,2014-05-29,46.1(0.22 %),0,0,0,0,0,0,6,49.24%
2991,2014-05-28,46(0.88 %),0,0,0,0,0,0,6,49.24%
2994,2014-05-27,45.6(0.88 %),-890,-0.04,357130,17.25,358020,17.29,6,49.24%
2995,2014-05-26,45.2(-0.44 %),4660,0.21,4660,0.21,0,0,0,49.24%
2996,2014-05-23,45.4(-0.87 %),1020,0.05,1020,0.05,0,0,4479,49.24%
2997,2014-05-22,45.8(-0.87 %),3040,0.14,3040,0.14,0,0,5499,49.24%
2998,2014-05-21,46.2(4.05 %),830,0.04,940,0.04,110,0.01,8539,49.24%
2999,2014-05-20,44.4(0.91 %),-4660,-0.21,0,0,4660,0.21,9369,49.24%
3000,2014-05-19,44(0.00 %),-1020,-0.04,0,0,1020,0.04,4709,49.24%
3001,2014-05-16,44(6.02 %),-3040,-0.13,0,0,3040,0.13,3689,49.24%
3002,2014-05-15,41.5(-3.94 %),5440,0.24,6380,0.28,940,0.04,649,49.24%
3003,2014-05-14,43.2(5.88 %),0,0,0,0,0,0,6089,49.24%
3004,2014-05-13,40.8(-5.34 %),3250,0.13,3250,0.13,0,0,6089,49.24%
3005,2014-05-12,43.1(-6.91 %),1170,0.05,1170,0.05,0,0,9339,49.24%
3006,2014-05-09,46.3(-2.53 %),-6380,-0.3,0,0,6380,0.3,10509,49.24%
3007,2014-05-08,47.5(-6.86 %),10,0,10,0,0,0,4129,49.24%
3008,2014-05-07,51(0.39 %),-3250,-0.16,0,0,3250,0.16,4139,49.24%
3009,2014-05-06,65(-1.52 %),-880,-0.06,290,0.02,1170,0.07,889,49.24%
3010,2014-05-05,66(-3.65 %),4150,0.29,31981,2.19,27831,1.91,9,49.24%
3011,2014-04-29,68.5(0.00 %),4750,0.32,4750,0.32,0,0,3949,49.24%
3012,2014-04-28,68.5(1.48 %),500,0.03,20500,1.47,20000,1.44,8699,49.24%
3013,2014-04-25,67.5(3.05 %),-290,-0.02,186150,13.03,186440,13.05,9199,49.24%
3016,2014-04-24,65.5(0.00 %),-4150,-0.27,109000,7.63,113150,7.9,8909,49.24%
3017,2014-04-23,65.5(-2.24 %),-4750,-0.31,0,0,4750,0.31,4759,49.24%
3018,2014-04-22,67(3.08 %),-400,-0.03,100,0.01,500,0.03,9,49.24%
3019,2014-04-21,65(-3.70 %),10230,0.69,73600,5.25,63370,4.56,0,49.25%
3020,2014-04-18,67.5(-3.57 %),2010,0.14,189240,14.09,187230,13.95,9,49.24%
3021,2014-04-17,70(1.45 %),10520,0.73,59000,4.29,48480,3.56,0,49.24%
3022,2014-04-16,69(-2.13 %),1340,0.09,166005,12.38,164665,12.29,4332,49.24%
3023,2014-04-15,70.5(-1.40 %),660,0.05,196550,14.98,195890,14.93,5672,49.24%
3024,2014-04-14,71.5(1.42 %),4110,0.29,6120,0.43,2010,0.15,6332,49.24%
3025,2014-04-11,70.5(0.71 %),-3450,-0.25,328670,24.45,332120,24.7,10442,49.24%
3026,2014-04-10,70(-0.71 %),3900,0.28,368767,27.64,364867,27.36,6992,49.24%
3027,2014-04-08,70.5(1.44 %),-10890,-0.77,25000,1.85,35890,2.62,10892,49.24%
3028,2014-04-07,69.5(2.21 %),-5840,-0.41,280,0.02,6120,0.42,2,49.24%
3029,2014-04-04,68(-0.73 %),15760,1.19,50330,3.67,34570,2.49,0,49.25%
3030,2014-04-03,68.5(0.74 %),-2340,-0.16,3000,0.21,5340,0.37,1,49.24%
3031,2014-04-02,68(-1.45 %),18490,1.28,313513,22.96,295023,21.68,0,49.25%
3032,2014-04-01,69(-1.43 %),1050,0.07,357140,26.6,356090,26.53,1,49.24%
3033,2014-03-31,70(-0.71 %),-8690,-0.59,134140,10.02,142830,10.61,29551,49.23%
3034,2014-03-28,70.5(3.68 %),3850,0.26,56850,4.1,53000,3.84,20861,49.23%
3035,2014-03-27,68(0.00 %),-17730,-1.21,760,0.05,18490,1.26,24711,49.23%
3038,2014-03-26,68(-2.16 %),7160,0.5,286730,21.18,279570,20.68,6981,49.24%
3039,2014-03-25,69.5(-2.11 %),-14140,-1,75000,5.66,89140,6.67,14141,49.24%
3040,2014-03-24,71(-0.70 %),16500,1.26,23350,1.75,6850,0.49,1,49.24%
3041,2014-03-21,71.5(0.70 %),3800,0.27,104560,7.87,100760,7.6,0,49.24%
3042,2014-03-20,71(-1.39 %),-8490,-0.61,244380,18.82,252870,19.43,8,49.24%
3043,2014-03-19,72(1.41 %),3300,0.24,133300,10.05,130000,9.82,0,49.24%
3044,2014-03-18,71(5.19 %),-23290,-1.64,60050,4.32,83340,5.96,8,49.24%
3045,2014-03-17,67.5(0.00 %),27120,1.97,101680,7.32,74560,5.35,0,49.24%
3046,2014-03-14,67.5(-0.74 %),0,0,213690,15.49,213690,15.49,24258,49.23%
3047,2014-03-13,68(0.74 %),-2700,-0.18,160600,11.56,163300,11.74,24258,49.23%
3048,2014-03-12,67.5(0.75 %),4820,0.33,4870,0.34,50,0,21558,49.23%
3049,2014-03-11,67(5.51 %),-26370,-1.69,5310,0.34,31680,2.03,26378,49.23%
3050,2014-03-10,63.5(0.79 %),2370,0.15,30060,2,27690,1.86,8,49.24%
3051,2014-03-07,63(0.80 %),12310,0.77,32910,2.14,20600,1.37,0,49.25%
3052,2014-03-06,62.5(0.81 %),130,0.01,25000,1.63,24870,1.62,308,49.24%
3053,2014-03-05,62(1.64 %),-310,-0.02,5000,0.31,5310,0.33,438,49.24%
3054,2014-03-04,61(-0.81 %),-120,-0.01,33160,2.16,33280,2.17,128,49.24%
3055,2014-03-03,61.5(-3.91 %),2820,0.2,15730,1,12910,0.8,8,49.24%
3056,2014-02-28,64(1.59 %),-1530,-0.09,725240,48.58,726770,48.67,23198,49.23%
3057,2014-02-27,63(-2.33 %),-30,-0,324732,22.38,324762,22.39,21668,49.23%
3060,2014-02-26,64.5(4.88 %),14920,0.92,117170,7.61,102250,6.69,21638,49.23%
3061,2014-02-25,61.5(3.36 %),-11980,-0.71,43750,2.64,55730,3.36,36558,49.23%
3062,2014-02-24,59.5(2.59 %),41130,2.56,44600,2.77,3470,0.2,24578,49.23%
3063,2014-02-21,58(1.75 %),-3720,-0.21,61250,3.7,64970,3.91,65708,49.22%
3064,2014-02-20,57(-3.39 %),-8530,-0.49,37620,2.34,46150,2.83,61988,49.22%
3065,2014-02-19,59(3.51 %),14290,0.81,18040,1.03,3750,0.22,53458,49.22%
3066,2014-02-18,57(1.79 %),-40310,-2.26,4290,0.24,44600,2.5,67748,49.22%
3067,2014-02-17,56(-0.88 %),-1150,-0.07,100,0.01,1250,0.07,27438,49.23%
3068,2014-02-14,56.5(-0.88 %),-8340,-0.47,83440,5.05,91780,5.52,26288,49.23%
3069,2014-02-13,57(0.00 %),-17940,-1.02,100,0.01,18040,1.02,17948,49.24%
3070,2014-02-12,57(3.64 %),3400,0.19,7690,0.43,4290,0.24,8,49.24%
3071,2014-02-11,55(-0.90 %),13360,0.75,13460,0.75,100,0.01,0,49.25%
3072,2014-02-10,55.5(3.74 %),1050,0.06,1350,0.07,300,0.02,8,49.24%
3073,2014-02-07,53.5(-1.83 %),28770,1.67,99340,5.76,70570,4.09,0,49.25%
3074,2014-02-06,54.5(-1.80 %),-2690,-0.15,90000,5.29,92690,5.44,8,49.24%
3075,2014-01-27,55.5(-0.89 %),-6020,-0.33,27440,1.61,33460,1.94,38258,49.23%
3076,2014-01-24,56(2.75 %),9260,0.51,50610,2.9,41350,2.4,32238,49.23%
3077,2014-01-23,54.5(2.83 %),-14650,-0.78,14220,0.75,28870,1.53,41498,49.23%
3078,2014-01-22,53(0.00 %),5220,0.28,144220,8.12,139000,7.84,26848,49.23%
3079,2014-01-21,53(1.92 %),-7240,-0.37,116510,6.47,123750,6.84,32068,49.23%
3082,2014-01-20,52(0.97 %),-10600,-0.55,10,0,10610,0.55,24828,49.23%
3083,2014-01-17,51.5(1.98 %),-14220,-0.73,0,0,14220,0.73,14228,49.24%
3084,2014-01-16,50.5(1.00 %),-8340,-0.42,1880,0.1,10220,0.52,8,49.24%
3085,2014-01-15,50(1.63 %),1710,0.08,1910,0.09,200,0.01,0,49.24%
3086,2014-01-14,49.2(0.20 %),-10,-0,70000,3.68,70010,3.68,508,49.24%
3087,2014-01-13,49.1(0.82 %),2750,0.13,2750,0.13,0,0,498,49.24%
3088,2014-01-10,48.7(0.62 %),8190,0.4,10070,0.49,1880,0.09,3248,49.24%
3089,2014-01-09,48.4(1.26 %),-1910,-0.09,0,0,1910,0.09,11438,49.24%
3090,2014-01-08,47.8(0.63 %),250,0.01,250,0.01,0,0,9528,49.24%
3091,2014-01-07,47.5(-1.04 %),300,0.01,3050,0.15,2750,0.13,9778,49.24%
3092,2014-01-06,48(1.48 %),-10070,-0.48,0,0,10070,0.48,10078,49.24%
3093,2014-01-03,47.3(-0.21 %),0,0,30000,1.52,30000,1.52,8,49.24%
3094,2014-01-02,47.4(0.64 %),1770,0.08,2020,0.1,250,0.01,8,49.24%
3095,2013-12-31,47.1(0.86 %),2360,0.11,5410,0.25,3050,0.14,8,49.24%
3096,2013-12-30,46.7(-0.85 %),11890,0.56,11890,0.56,0,0,0,49.24%
3097,2013-12-27,47.1(0.00 %),0,0,0,0,0,0,8278,49.24%
3098,2013-12-26,47.1(0.64 %),-1020,-0.05,1000,0.05,2020,0.09,8278,49.24%
3099,2013-12-25,46.8(-0.21 %),24820,1.26,30230,1.51,5410,0.25,7258,49.24%
3100,2013-12-24,46.9(-0.64 %),-11390,-0.54,500,0.02,11890,0.56,32078,49.23%
3101,2013-12-23,47.2(0.43 %),7310,0.34,7310,0.34,0,0,20688,49.23%
3104,2013-12-20,47(-0.63 %),1600,0.08,39990,2.01,38390,1.94,27998,49.23%
3105,2013-12-19,47.3(0.00 %),-18980,-0.9,111250,5.58,130230,6.48,29598,49.23%
3106,2013-12-18,47.3(0.21 %),14620,0.69,15120,0.72,500,0.02,10618,49.24%
3107,2013-12-17,47.2(0.00 %),-6060,-0.29,1250,0.06,7310,0.35,25238,49.23%
3108,2013-12-16,47.2(0.00 %),11840,0.56,14440,0.68,2600,0.12,19178,49.24%
3109,2013-12-13,47.2(0.85 %),3320,0.15,14570,0.69,11250,0.53,31018,49.23%
3110,2013-12-12,46.8(0.00 %),-13870,-0.65,1250,0.06,15120,0.7,34338,49.23%
3111,2013-12-11,46.8(-0.85 %),7550,0.36,8800,0.42,1250,0.06,20468,49.23%
3112,2013-12-10,47.2(-0.63 %),-14440,-0.68,0,0,14440,0.68,28018,49.23%
3113,2013-12-09,47.5(-1.04 %),-13570,-0.65,1000,0.05,14570,0.7,13578,49.24%
3114,2013-12-06,48(-0.21 %),0,-0,1250,0.06,1250,0.06,8,49.24%
3115,2013-12-05,48.1(-1.43 %),-1050,-0.05,123610,6.4,124660,6.45,8,49.24%
3116,2013-12-04,48.8(0.00 %),15170,0.74,40740,2.07,25570,1.33,0,49.25%
3117,2013-12-03,48.8(1.04 %),-1000,-0.05,0,0,1000,0.05,1008,49.24%
3118,2013-12-02,48.3(0.42 %),14240,0.69,15490,0.75,1250,0.06,8,49.24%
3119,2013-11-29,48.1(-0.62 %),-7750,-0.37,0,0,7750,0.37,28428,49.23%
3120,2013-11-28,48.4(-0.41 %),5690,0.35,1267985,65.94,1262295,65.59,20678,49.23%
3121,2013-11-27,48.6(0.00 %),3350,0.16,116490,6.05,113140,5.88,26368,49.23%
3122,2013-11-26,48.6(0.00 %),-13830,-0.67,1660,0.08,15490,0.75,29718,49.23%
3123,2013-11-25,48.6(0.21 %),3240,0.16,108180,5.56,104940,5.4,15888,49.24%
3126,2013-11-22,48.5(1.04 %),-17740,-0.86,3120,0.15,20860,1.01,19128,49.24%
3127,2013-11-21,48(-0.21 %),400,0.02,475653,21.83,475253,21.81,1388,49.24%
3128,2013-11-20,48.1(-0.41 %),2080,0.1,45520,2.33,43440,2.23,1788,49.24%
3129,2013-11-19,48.3(0.42 %),990,0.05,4230,0.2,3240,0.16,3868,49.24%
3130,2013-11-18,48.1(1.05 %),5560,0.27,8680,0.42,3120,0.15,4858,49.24%
3131,2013-11-15,47.6(2.81 %),670,0.03,4420,0.21,3750,0.18,10418,49.24%
3132,2013-11-14,46.3(0.22 %),-1330,-0.06,2410,0.11,3740,0.17,11088,49.24%
3133,2013-11-13,46.2(-0.22 %),-480,-0.02,3750,0.17,4230,0.2,9758,49.24%
3134,2013-11-12,46.3(0.43 %),-8680,-0.4,0,0,8680,0.4,9278,49.24%
3135,2013-11-11,46.1(0.22 %),1810,0.08,6230,0.29,4420,0.2,598,49.24%
3136,2013-11-08,46(0.44 %),-2400,-0.11,20000,0.98,22400,1.09,2408,49.24%
3137,2013-11-07,45.8(-0.65 %),-3750,-0.17,0,0,3750,0.17,8,49.24%
3138,2013-11-06,46.1(0.44 %),590,0.03,590,0.03,0,0,0,49.24%
3139,2013-11-05,45.9(-0.22 %),-2360,-0.11,3870,0.18,6230,0.29,8,49.24%
3140,2013-11-04,46(0.00 %),2660,0.12,2660,0.12,0,0,0,49.24%
3141,2013-11-01,46(0.44 %),1000,0.05,31843,1.46,30843,1.41,8,49.24%
3142,2013-10-31,45.8(-0.43 %),1070,0.05,1660,0.08,590,0.03,1138,49.24%
3143,2013-10-30,46(0.88 %),-2200,-0.1,1670,0.08,3870,0.18,2208,49.24%
3144,2013-10-29,45.6(0.44 %),-2660,-0.12,0,0,2660,0.12,8,49.24%
3145,2013-10-28,45.4(-0.44 %),29690,1.45,30690,1.49,1000,0.05,0,49.25%
3148,2013-10-25,45.6(-0.87 %),-1660,-0.08,0,0,1660,0.08,8,49.24%
3149,2013-10-24,46(-0.43 %),80,0,99241,4.9,99161,4.89,0,49.24%
3150,2013-10-23,46.2(0.43 %),0,0,30000,1.48,30000,1.48,8,49.24%
3151,2013-10-22,46(-0.43 %),-29440,-1.35,25000,1.23,54440,2.58,8,49.24%
3152,2013-10-21,46.2(0.00 %),1950,0.09,51950,2.56,50000,2.47,0,49.24%
3153,2013-10-18,46.2(0.65 %),-670,-0.03,31080,1.52,31750,1.55,671,49.24%
3154,2013-10-17,45.9(0.44 %),12100,0.56,102100,4.95,90000,4.39,1,49.24%
3155,2013-10-16,45.7(0.44 %),9580,0.44,10830,0.49,1250,0.06,0,49.25%
3156,2013-10-15,45.5(1.34 %),3210,0.14,5160,0.23,1950,0.09,5,49.24%
3157,2013-10-14,44.9(-0.22 %),2250,0.1,3330,0.15,1080,0.05,0,49.24%
3158,2013-10-11,45(-0.22 %),-12030,-0.54,70,0,12100,0.55,5,49.24%
3159,2013-10-10,45.1(-1.31 %),-9120,-0.41,1700,0.08,10820,0.49,0,49.24%
3160,2013-10-09,45.7(-0.44 %),-3790,-0.17,1370,0.06,5160,0.24,0,49.24%
3161,2013-10-08,45.9(-0.43 %),1600,0.07,104930,5.16,103330,5.08,0,49.24%
3162,2013-10-07,46.1(1.10 %),23840,1.16,123910,6.03,100070,4.87,0,49.24%
3163,2013-10-04,45.6(1.79 %),-690,-0.03,1010,0.05,1700,0.08,0,49.24%
3164,2013-10-03,44.8(-0.67 %),6950,0.31,8320,0.38,1370,0.06,0,49.24%
3165,2013-10-02,45.1(0.67 %),-4310,-0.19,620,0.03,4930,0.22,4318,49.24%
3166,2013-10-01,44.8(-0.67 %),-19910,-0.89,4000,0.18,23910,1.07,8,49.24%
3167,2013-09-30,45.1(0.22 %),5660,0.26,6660,0.3,1000,0.04,6898,49.24%
